wID	w1cs	lemma	PoS
3098068	recursivity	recursivity	nn1
3098989	Giachetti	giachetti	nn2_np1@
3099400	ran.kings	ran.kings	nnu
3099817	Snowflex	snowflex	nn1_np1_vv0
3100051	loud-two	loud-two	mc
3100083	Slowinski	slowinski	np1
3100808	@@55390	-	fo
3101512	orgear.com	orgear.com	zz_nn
3101565	Rihs	rihs	np1
3102128	far-rolling	far-rolling	jj
3102132	post-up	post-up	jj@_nn1
3102481	**33;1228;TOOLONG	**33;1228;toolong	fu
3103059	nonproprietary	nonproprietary	jj
3103381	imaginary-was	imaginary-was	vbdz
3103724	Verbund	verbund	np1_nn1@
3103979	son-can	son-can	nn1%_jj
3104115	Bergman-author	bergman-author	nn1_jj
3104202	Deneef	deneef	np1
3104341	Platonized	platonized	vvn
3105231	@@221659	-	fo
3105465	mother-so	mother-so	rg
3105738	turf-related	turf-related	jj_nn1
3105986	well-bent	well-bent	jj
3106478	Bragi	bragi	np1_jj
3106606	re-verse	re-verse	vvi
3107031	Clifft	clifft	np1
3107160	scores-	scores-	nn1_jj
3107275	Imprimis	imprimis	np1
3107909	@754	-	fo
3107916	EIGHT-POINTER	eight-pointer	nn1
3107941	FOTI	foti	np1
3108639	Cowshit	cowshit	vv0
3108818	Stenographer	stenographer	nn1_np1@
3108918	MAACL	maacl	nn1
3109376	Fetler	fetler	nn1_np1
3109528	early-according	early-according	jj
3109591	Btsfplk	btsfplk	np1
3109685	@@1153	-	fo
3109731	Holfyield	holfyield	np1@_nn1
3109858	earth-had	earth-had	vhd_vhn@
3110179	Double-dip	double-dip	jj
3110230	truck-deprived	truck-deprived	jj_nn1
3110612	Telfair	telfair	nn1_vv0
3110721	ASTROTURF	astroturf	np1
3110824	Kirsanow	kirsanow	nn1_np1@
3111317	Decapolis	decapolis	np1_nn1
3111649	Jaworowski	jaworowski	np1
3111765	brick-and-white	brick-and-white	jj
3112048	C.A.M.R.O.N.	c.a.m.r.o.n	np1
3112455	Siemon-Netto	siemon-netto	np1
3112623	ex*am*ine	ex*am*ine	fo
3112692	Hainline	hainline	np1@_nn1
3112768	fifty-covey	fifty-covey	nn1_jj@
3113202	FRANAIS	franais	np1_nn1
3113848	blasts-a	blasts-a	vvz_nn2
3114636	Moon-colored	moon-colored	jj
3114703	@957	-	fo
3114879	valenced	valenced	vvn@_vvd_jj@
3115090	Ponoe	ponoe	np1
3115256	CRUNCHER	cruncher	nn1
3115531	Bleth.	bleth	np1
3115603	Spatif	spatif	nn1_np1
3115611	602-582-9635	602-582-9635	mcmc
3115874	Bratny	bratny	nn1_np1
3115926	Slavija	slavija	nn1@_np1
3115951	267-9675.	267-9675	mcmc
3116829	1896/1978	1896/1978	mf
3116926	Terczak	terczak	np1@_nn1_vv0
3116952	lipstick-size	lipstick-size	jj
3117484	Forebay	forebay	nn1_np1
3117617	$449.	$449	m$
3117713	possesed	possesed	vvn_vvd
3117794	Johnny-you	johnny-you	ppy
3118722	ship-to-objective	ship-to-objective	jj_nn1
3118723	Ship-to-objective	ship-to-objective	jj_nn1
3118881	enemy-Mother	enemy-mother	jj_nn1
3119004	the-me	the-me	nn1
3120508	Perwin(ph)	perwin(ph)	np1
3120719	6:1-6	6:1-6	mcmc
3121147	@@235161	-	fo
3121305	remediates	remediates	vvz
3121379	masculine-assertive	masculine-assertive	jj
3121560	theBerlin	theberlin	nn1
3121831	Three-pointer	three-pointer	nn1_jj
3122600	Fraschilla	fraschilla	nn1_np1@
3123515	fossils-which	fossils-which	ddq
3124097	FLIPPERS	flipper	nn2
3124667	traffidess	traffidess	nn1_vv0
3125005	Aslin	aslin	np1
3125260	-0.137	-0.137	mc
3125408	extended-body	extended-body	jj_nn1
3125439	hawthorn-and-dogwood	hawthorn-and-dogwood	jj_nn1
3126002	grim-jawed	grim-jawed	jj
3126125	Wesam	wesam	np1_nn1
3127235	BETZLER	betzler	nn1
3128507	Krapp	krapp	nn1_np1
3129410	Bazarak	bazarak	np1@_nn1
3130058	branch-antlered	branch-antlered	jj
3130118	postsecondary	postsecondary	nn1
3130166	overestimated	overestimated	jj%_vvn_vvd
3130259	10,187	10,187	mc
3130660	Jerimy	jerimy	np1_nn1
3130941	drug/drug	drug/drug	vv0_nn1
3131756	**25;1008;TOOLONG	**25;1008;toolong	fo
3132109	NAXOS	naxos	np2
3132154	speed-skating	speed-skating	jj
3132161	Saye	saye	np1_vv0
3132213	gure	gure	nn1
3132237	508-336-3755	508-336-3755	mcmc
3132348	secularly-oriented	secularly-oriented	jj
3133211	Holy-field	holy-field	nn1_jj
3133312	cray	cray	nn1
3133467	Snyder-Grant	snyder-grant	np1
3134250	LT275/70R17	lt275/70r17	jj_nn1
3134570	market-Neupogen	market-neupogen	nn1_np1_jj
3134763	Bognar	bognar	np1_jj_nn1
3134958	sotres	sotres	nn2
3135980	Spin-N-Glows	spin-n-glows	nn2
3136067	anybody-he	anybody-he	pphs1
3136213	nonethical	nonethical	jj
3136323	latt&eacute;	latt&eacute;	nn1
3136560	dinners-a	dinners-a	nn2
3136838	@@221757	-	fo
3137860	Chabon	chabon	np1@_nn1
3138070	800805-2707	800805-2707	mcmc
3138305	Troller	troller	nn1_np1
3138808	extra-sturdy	extra-sturdy	jj
3139117	Bajram	bajram	np1_vv0
3139634	@65258	-	fo
3139648	Xavier-I	xavier-i	np1
3139940	fossil-poor	fossil-poor	jj
3140001	post-communism	post-communism	nn1
3140053	wowie	wowie	nn1
3140195	28-more	28-more	dar_rrr
3141527	Weight-Rite	weight-rite	jj_nn1
3141719	Tannen	tannen	jj_np1_nn1
3142129	Sematech	sematech	np1_vv0_nn1
3142278	spiritand	spiritand	nn1
3142301	Adelheim	adelheim	np1
3142621	@977	-	fo
3143407	coachees	coachees	nn2
3143589	Heydrich	heydrich	np1_nn1@
3143616	1-in-30	1-in-30	mc
3144094	Caution	caution	vv0@
3144119	Rostropowicz	rostropowicz	np1
3144416	800-245-1950	800-245-1950	mcmc
3144853	epartment	epartment	nn1
3145178	idea-sharing	idea-sharing	nn1
3145193	BWE-nos	bwe-nos	nn2
3145997	Sleepwell	sleepwell	np1_nn1@
3146684	four-point-orlarger	four-point-orlarger	jj_nn1
3147570	Anti-mine	anti-mine	jj_nn1
3147884	800-469-8757	800-469-8757	mcmc
3148296	phyla-chordates	phyla-chordates	nn2
3148332	corruption-wise	corruption-wise	jj
3148407	bristle-back	bristle-back	nn1_jj@
3148500	**26;4407;TOOLONG	**26;4407;toolong	nn1_jj
3149003	good-if	good	cs_csw@
3149151	Expectably	expectably	rr
3149239	jewelle	jewelle	nn1
3149355	Gore/Joe	gore/joe	np1
3149384	funneling-out	funneling-out	nn1
3149817	syntheticmeaning	syntheticmeaning	vvg_jj@
3150173	biface	biface	vv0_nn1
3150806	Seryozhkina	seryozhkina	np1
3150899	175-horsepower	175-horsepower	jj
3151008	pseudoministers	pseudoministers	nn2
3151216	Wasta	wasta	np1_nn1@
3151345	snag-proof	snag-proof	jj
3151464	@@54676	-	fo
3152248	an-as	an-as	csa
3152468	rootworker	rootworker	nn1
3152704	-Home	-home	jj_nn1
3154128	Angkar	angkar	nn1_np1_vv0
3155520	Kagitibasi	kagitibasi	np1_nn1
3156096	Spin-fishers	spin-fishers	nn2
3156371	Arend	arend	np1_vv0_nn1
3156446	Irish-	irish-	nn1_jj
3156739	Waliyy	waliyy	np1
3156763	Guilhem-le-Desert-to	guilhem-le-desert-to	np1
3157386	Paunsagunt	paunsagunt	nn1_np1
3157389	Bricson	bricson	np1
3157458	CRUCES	cruces	np2_vvz_nn2
3157544	non-aggrandizing	non-aggrandizing	jj_nn1
3158139	Z71	z71	fo
3158390	vise.Mount	vise.mount	nnu
3159182	LeBleu.	lebleu	np1
3160136	Popovics	popovics	nn1_nn2_np1
3160200	can-you-top-this	can-you-top-this	dd1_rg%
3161029	jimzumbo.com	jimzumbo.com	zz_nn
3161787	Short-trackers	short-trackers	nn2
3162044	sub-20	sub-20	jj
3162877	hard-gobbling	hard-gobbling	nn1_jj
3162931	Cariwa	cariwa	np1
3163001	single-barrel	single-barrel	nn1_jj
3163032	wash-he	wash-he	pphs1
3163293	McAllen/Reynosa	mcallen/reynosa	np1_nn1
3163582	sugary.	sugary	nnu
3163890	muessen	muessen	nn1
3163907	-L.P.C.	-l.p.c	np1
3164460	35-points	35-points	m#
3164474	VORP	vorp	nn1
3164885	yolling	yolling	vvg
3164922	travelmates	travelmates	nn2
3164923	Travelmates	travelmates	nn2
3165020	o'erthrown	o'erthrown	vvn
3166050	clerk-Bob	clerk-bob	jj_np1_nn@
3166954	blanks-from	blanks-from	ii
3166959	recipe-except	recipe-except	cs_vv0%
3167108	enshelled	enshelled	jj@
3167172	honor-loving	honor-loving	jj
3167416	*Dulcie	*dulcie	fo
3168058	Afterabortion.org-who	afterabortion.org-who	pnqs
3168067	Aleje	aleje	np1
3168234	Cotts	cott	np2_nn2@_vvz@
3168257	eventuated	eventuated	vvn
3169422	color-incongruent	color-incongruent	jj
3169848	EE-choh-tuh	ee-choh-tuh	nn1_jj
3170357	disingenuously.	disingenuously	nnu
3170386	SPLAT	splat	vv0_nn1
3170642	Pakhom	pakhom	vv0_nn1_np1@
3170722	revalidated	revalidated	vvd
3170842	SafeHaven	safehaven	np1_nn1_jj
3170857	Knifemakers	knifemakers	np1_nn2
3171346	shorter-than-normal	shorter-than-normal	jjr
3171508	Series-wound	series-wound	jj_nn1
3171720	Redford-Paul	redford-paul	np1
3172126	Uhhhhm	uhhhhm	nn1_np1@
3173397	welldeserved	well-deserved	jj@_vvd_vvn@
3173513	Ree-ard	ree-ard	jj_nn1
3173544	Voslau	voslau	np1_nn1
3173586	easy-money	easy-money	jj
3173919	Costo	costo	np1
3174342	Eclogues	eclogue	nn2
3175278	Obbe	obbe	np1
3176441	Kaupulehu	kaupulehu	np1
3176620	CINDI	cindi	np1
3176664	youth-	youth-	jj_nn1
3176862	OUTDOORSPERSON	outdoorsperson	nn1
3176892	1954-1990	1954-1990	mcmc
3176920	@@846	-	fo
3177085	FICHT	ficht	nn1_np1
3177745	37.42	37.42	mc
3178149	Kinshasa-	kinshasa-	jj_nn1
3178621	Nothocestrum	nothocestrum	np1_nn1
3178818	Zagel	zagel	np1@_nn1_vv0
3179631	players-Sammy	players-sammy	np1
3179750	Marelli	marelli	nn1_np1
3180820	Pakhom	pakhom	vv0
3180866	89-point	89-point	jj_nn1
3180928	www.farmandfleet.com	www.farmandfleet.com	zz_nn
3180980	Hur-mon	hur-mon	npd1
3181007	inches-nice	inches-nice	jj
3181413	chumming	chumming	vvg_nn1@_jj@
3181796	aware.	aware	nnu
3181989	CL.	cl	fo
3182003	Cantagalo	cantagalo	np1
3182424	-oleum	-oleum	nn1
3182492	DVB-C	dvb-c	np1_jj
3183430	not-e.g.	not-e.g	rex
3183438	cookie-filled	cookie-filled	jj_nn1
3183824	@62	-	fo
3183972	clip-point	clip-point	nn1_jj
3184540	@449	-	fo
3185578	Non-angling	non-angling	jj_nn1
3185718	Q'eqchi	q'eqchi	np1_nn2@_nn1
3185839	Adaptation/Innovation	adaptation/innovation	nn1
3186097	ideas-that	ideas	cst_dd1
3186210	WAH-na	wah-na	fw_fu
3186257	Trattou	trattou	np1
3186401	largeror	largeror	nn1
3186431	fogging	fogging	nn1@_jj@
3187182	Wolof	wolof	vv0_np1
3188161	calorie-wise-than	calorie-wise-than	csn
3188210	@@221656	-	fo
3188231	decommitted	decommitted	vvn
3188254	SHA-vez	sha-vez	nn1_jj
3188452	TAINTED	tainted	jj_vvn
3188794	bait-metallic	bait-metallic	jj
3188835	Crangle	crangle	vv0_nn1_np1@
3189319	E.C.U.	e.c.u	np1
3189588	building-and-grounds	building-and-grounds	nn2
3190154	3-POUNDER	3-pounder	m#
3190543	am-is	am-is	vbz
3191072	Maan	maan	np1_jj_nn1
3191310	Tussle	tussle	nn1_vv0
3191505	Caveriches	caveriches	np2_nn2@
3191597	Pawlenty	pawlenty	nn1_jj_np1
3191724	Parzich	parzich	np1
3191985	Prinzhorn	prinzhorn	np1
3192066	polity-its	polity-its	appge
3192136	AUCCCA	auccca	np1_nn1
3192581	Juli	juli	nn1_np1
3192782	release-from-liability	release-from-liability	jj_nn1
3192846	willow-stick	willow-stick	jj_nn1
3194133	275-gallon	275-gallon	m#
3194187	Operating-system	operating-system	jj_nn1
3194337	www.thp.org	www.thp.org	zz_nn
3194829	JAMUL	jamul	np1
3194858	@@235157	-	fo
3195172	Loyalty/Commitment	loyalty/commitment	nn1
3196227	fifthyear	fifthyear	nn1_vv0
3196235	Merlino	merlino	nn1_np1
3196309	senesces	senesces	vvz
3196599	MONKUS	monkus	nn1_np1
3197109	dollarsGraph	dollarsgraph	nn1_vv0
3197190	3X-10X	3x-10x	fo
3197192	is/Without	is/without	fu
3197548	pulleys.	pulleys	nnu
3197616	town-he	town-he	pphs1
3197970	home-cut	home-cut	jj_nn1
3198282	Bystrzycka	bystrzycka	nn1_np1@
3198554	ride-hopper	ride-hopper	nn1_jj
3198563	Deepwater	deepwater	nn1_np1_jjr
3198580	Gulbahar	gulbahar	nn1
3199637	exhausted-esteemed	exhausted-esteemed	jj
3199769	@68	-	fo
3199783	PHOT	phot	np1_vv0_nn1
3200182	white-costumed	white-costumed	jj
3200775	Gellatly	gellatly	jj_rr_np1
3200867	Ganum	ganum	np1_nn1
3201072	Finning	finning	vvg_jj@_np1@
3202040	post-abortion	post-abortion	nn1_jj
3202068	Zempoaltepec	zempoaltepec	np1_nn1@
3202131	back-log	back-log	nn1
3203401	Rihs	rihs	nn2_np1@
3203667	banker-industrialist	banker-industrialist	nn1_jj
3203680	Statistially	statistially	rr_np1@
3204596	**58;4312;TOOLONG	**58;4312;toolong	fu
3204654	$27,971	$27,971	m$
3205262	Attfield	attfield	np1
3205391	Gyroscopic	gyroscopic	jj
3205487	1Peter	1peter	fo
3205960	half-wished	half-wished	nn1@_jj
3206369	ma-in-law	ma-in-law	nn1
3207513	white-hoc	white-hoc	jj_nn1
3208120	spinnling	spinnling	vvg_nn1@_jj@
3208218	camouflaging	camouflage	vvg_nn1@_jj@
3208835	GOBBLER.	gobbler	np1
3209137	Benchrest	benchrest	jjt
3209245	Maebashi	maebashi	np1_nn1_jj
3209378	06531	06531	mc
3209847	Palestinian	palestinian	np1
3210185	drooled	drool	vvn@_jj@
3210256	percentage-is	percentage-is	vbz
3210275	@@221758	-	fo
3210458	Eickbush	eickbush	np1@_nn1_vv0
3210788	16-1/22-pound	16-1/22-pound	fu
3210953	@@221673	-	fo
3211136	frame-not	frame-not	xx
3211658	yawps	yawps	vvz
3212231	Hubler	hubler	np1
3212302	2.07:1	2.07:1	mc
3212501	Sukup	sukup	np1_nn1_vv0
3212582	Lipljan	lipljan	np1_nn1_jj
3212753	Aarthi	aarthi	nn1_np1_nn2@
3213059	Aleandre	aleandre	np1@_nn1
3213171	introducee	introducee	nn1
3213448	MALGIERI	malgieri	np1
3213826	SKIRTS-STANDARD-ISSUE	skirts-standard-issue	nn2
3213945	Jointing	joint	vvg
3214175	lumpy-not	lumpy-not	xx
3214310	manual-tuning	manual-tuning	jj_nn1
3214480	Rozengurt	rozengurt	np1
3216041	Gherardini	gherardini	jj_nn1_np1
3216153	SPONTANEOUSLY	spontaneously	rr
3216217	Nightworks	nightworks	np1_nn2
3216797	special-concern	special-concern	jj
3217100	Horty	horty	nn1_np1@
3217212	beta-carotene.	beta-carotene	nnu_jj
3217373	scenes-the	scenes	at
3217812	stunned-Ithaca	stunned-ithaca	np1
3217943	@@221752	-	fo
3217953	dicktwister	dicktwister	nn1
3218651	Varnier	varnier	np1
3219658	DD-21	dd-21	mc
3219694	spit-roasted	spit-roasted	nn1_jj
3219701	revernty	revernty	jj_nn1
3219986	Konjic	konjic	nn1_jj
3220144	GRIESHOBER	grieshober	nn1
3220171	www.thervshow.com	www.thervshow.com	zz_nn
3220551	Sportshow	sportshow	nn1_np1
3220805	@52	-	fo
3220820	Meditteranean	meditteranean	nn1_jj_np1
3221314	800-533-7339	800-533-7339	mcmc
3221634	Herkenraider.	herkenraider	np1
3221693	Travesty	travesty	nn1_vv0@
3222063	@@221661	-	fo
3222512	Alerion	alerion	np1_nn1
3222564	b.a.	b.a	nnu
3222753	Bargnani	bargnani	jj
3223881	Malenny	malenny	np1
3224067	manufacturer-sponsored	manufacturer-sponsored	nn1_jj
3224112	Biometrica	biometrica	np1
3224750	cut-rifling	cut-rifling	jj_nn1
3225146	NARBERTH	narberth	np1
3225262	Danks	danks	np1_nn2_vvz
3225791	&P";	&p";	x
3225808	Akimstvyus	akimstvyus	np1_nn1
3226631	De-miners	de-miners	nn2
3226840	CODED	code	vvn_vvd
3226863	Caniacs	caniacs	nn2_np1
3227255	@854	-	fo
3227274	payrolled	payrolled	jj@
3227700	powers-thatwere	powers-thatwere	nn1
3228167	deay	deay	nn1_vv0
3228251	Schimdt	schimdt	np1
3228472	Laviolette	laviolette	np1@_nn1
3229762	ME-ESPECIALLY	me-especially	rr
3229967	forebore	forebore	vv0_nn1
3230037	Denisi	denisi	np1_nn1
3230122	quasi-dormant	quasi-dormant	jj
3230155	EXTRAVAGANTLY	extravagantly	rr_np1
3230324	Chinois	chinois	nn1_np1@
3230743	fiber-optic-supplied	fiber-optic-supplied	jj
3231244	contractors-Northrop	contractors-northrop	np1
3231352	Tadic	tadic	jj_np1@
3231570	lock-backs	lock-backs	nn2
3231635	133-144	133-144	mcmc
3232053	56-of-76	56-of-76	mc
3232368	-people-	-people-	nn1_jj
3232828	broad-cheeked	broad-cheeked	jj
3232921	Keav	keav	nn1_np1
3233834	Rushdoony	rushdoony	np1_nn1
3234302	Soft-floored	soft-floored	jj_nn1
3234434	do-start	do-start	jj_nn1
3234443	so-with	so-with	iw
3235020	rifled	rifled	jj@_vvd_vvn@
3235734	sign/of	sign/of	fu
3236341	0.653	0.653	mc
3236715	Schuerholz	schuerholz	np1_nn1@_vv0@
3237104	RMAs	rmas	nn2
3237150	Wyld	wyld	np1_nn1_vv0
3237323	5.6-liter	5.6-liter	jj_nn1
3237505	solid-floored	solid-floored	nn1_jj
3238236	free-well	free-well	nn1_jj
3238370	fianc.	fianc	nnu
3238808	particularistic-	particularistic-	nn1_jj
3239204	summer-that	summer	cst
3239244	**32;1164;TOOLONG	**32;1164;toolong	nn1
3239334	Nigras	nigra	np2_nn2@
3239588	@1374	-	fo
3239728	Fereos	fereos	nn2@_np2
3239819	windchills	windchills	nn2
3239892	alcohol-related.	alcohol-related	nnu_jj
3240773	burgees	burgees	nn2
3240799	young-widow	young-widow	nn1_jj
3240852	voguish	voguish	vv0_jj
3241300	verse-epic	verse-epic	nn1
3241672	MINOW	minow	np1
3242266	Hydrogen	hydrogen	np1
3242409	nineiron	nineiron	nn1
3242516	*Nicole	*nicole	fo
3242892	Galigiuti	galigiuti	np1_nn1
3242963	Whitetail	whitetail	vv0_nn1_np1
3243183	Alinsky	alinsky	np1@_jj
3243615	below-surface	below-surface	nn1_jj
3243782	UNDERSEA	undersea	jj_nn1
3243797	.450/400	.450/400	mf
3243876	LeLouarn	lelouarn	np1_nn1
3244401	torched	torch	vvn@_jj@_vvd
3244833	throttle-brake-throttle	throttle-brake-throttle	jj_nn1
3244952	Re-constructionists	re-constructionists	nn2
3245462	www.wildlife.utah.gov	www.wildlife.utah.gov	nnu
3245977	Yucs	yucs	nn2@
3246098	Grobnica	grobnica	np1_nn1@
3246440	shot-puts	shot-puts	vvz
3247006	MOOKIE	mookie	np1_nn1
3247123	Phladelphia	phladelphia	nn1_np1@
3247252	Ranger-Bruins	ranger-bruins	np2
3247994	5t	5t	fo
3248307	discussion/argument	discussion/argument	nn1
3248570	SHERBURNE	sherburne	np1
3248830	wildly-I	wildly-i	rr
3249334	rollcast	rollcast	vvi
3249387	5500c	5500c	fo
3249616	$7***	$7***	m$
3249640	Rigolizzo	rigolizzo	np1
3249908	Lien	lien	nn1_jj_np1
3250026	Tetimadingar	tetimadingar	np1_nn1
3250049	trail-tough	trail-tough	jj_nn1@
3250291	father-affection	father-affection	nn1_jj
3250411	5-ratings	5-ratings	m#
3250568	NY-CALCULATING	ny-calculating	jj
3250735	Hooe	hooe	np1
3250919	contemporaries-the	contemporaries	at
3251606	cooperating	cooperating	jj@_nn1%_vvg
3252117	Friday-Feb.	friday-feb	npm1
3252180	.6225	.6225	mc
3252367	Health/Social	health/social	fu
3252421	breezecan	breezecan	nn1
3252451	Jungck	jungck	vv0_nn1_np1@
3252701	Papelbon	papelbon	np1@_nn1
3252757	$4.235	$4.235	m$
3253247	Sameroff	sameroff	vv0_np1_nn1
3253448	Amiragov	amiragov	np1
3254012	Tamburrano	tamburrano	np1_nn1
3254192	childrento	childrento	nn1
3254290	Noe	noe	vv0@_np1_nn1@
3254571	slipstream.	slipstream	nnu
3254688	gassed-up	gassed-up	jj
3254805	originatively	originatively	rr
3254981	Sequentials	sequentials	np1
3255098	Horty	horty	jj_nn1_np1
3255347	Najimy	najimy	nn1_jj_np1@
3255475	Edwidge	edwidge	nn1_np1@
3255504	Saluting	salute	vvg_jj
3255550	Tlacolula	tlacolula	np1_nn1
3255734	unyokes	unyokes	vvz_nn2
3256361	Spending	spending	nn1_jj@_vvg
3256466	$296,755	$296,755	m$
3257483	button-lubricating	button-lubricating	jj_nn1
3257604	Putao	putao	np1_nn1@
3258254	G.Loomis	g.loomis	np1
3258789	no-TV-before-homework	no-tv-before-homework	jj_nn1
3259045	commenting	commenting	nn1%_jj%
3259414	Hirschfeld	hirschfeld	vv0_np1@
3259687	ROL	rol	np1
3260135	A.L.-best	a.l.-best	jjt_vv0%
3260425	Spendid	spendid	np1_jj_nn1
3261230	Dori	dori	jj_nn1
3261339	passes-most	passes-most	rrt@_rgt
3262988	ANTI-GLOBALization	anti-globalization	jj_nn1
3263234	@@221373	-	fo
3263589	Luebbers	luebbers	np1_nn2
3263667	dogsitting	dogsitting	vvg
3263879	@249	-	fo
3263912	Buffams	buffams	np1_nn2_vvz
3264217	tnx	tnx	nnu
3264470	Gundmundsdottir	gundmundsdottir	np1_nn1
3264871	Tepeyac	tepeyac	jj@_np1_nn1@
3265428	all-immigrant	all-immigrant	jj_nn1
3265755	con*fess	con*fess	fo
3265882	ankle-bending	ankle-bending	jj_nn1
3265956	multi-cue	multi-cue	jj_nn1
3266057	AvaIons	avaions	nn2
3266740	@@221676	-	fo
3266757	M-66	m-66	fo
3267858	O-ing	o-ing	nn1_jj
3268460	si.com	si.com	zz_nn
3268986	tumor-forming	tumor-forming	jj
3269389	alpackaraft.com	alpackaraft.com	zz_nn
3270042	Aragoneat	aragoneat	vv0_np1
3270129	superstreamlined	superstreamlined	vvd_jj@
3270931	praedial	praedial	jj
3271303	sometimes-hideous	sometimes-hideous	jj
3271541	*te	*te	fo
3272003	5.6x34R	5.6x34r	fo
3272392	Pisanu	pisanu	np1
3272645	outshown	outshown	nn1
3273559	20E	20e	fo
3273823	Staal	staal	np1@
3274284	seed-consuming	seed-consuming	jj_nn1
3274941	Beane	beane	nn1@_np1
3275226	FUNGUS-LIKE	fungus-like	jj
3275247	propagate-newspapers	propagate-newspapers	nn2
3275260	Social-work	social-work	jj_nn1
3275619	**37;463;TOOLONG	**37;463;toolong	nnu
3276157	winter-burned	winter-burned	nn1_jj
3276460	champion	champion	jj
3276479	John-the-Baptists	john-the-baptists	np1
3276743	Ron'Nikko	ron'nikko	np1_nn1
3277043	Telechron	telechron	np1_nn1
3277857	horseshoe-like	horseshoe-like	jj
3277988	.5922	.5922	mc
3278032	basement-unopened	basement-unopened	jj
3279106	GST-exempt	gst-exempt	jj
3279161	Ize	ize	np1
3279640	Lobel	lobel	np1@_nn1
3280819	to-recognition	to-recognition	nn1
3281114	**28;1198;TOOLONG	**28;1198;toolong	fu
3281126	Kuldau	kuldau	np1_nn1
3281511	ap*	ap*	fo
3281634	festival-colored	festival-colored	jj
3281769	cor*ners	cor*ners	fo
3281848	BOULWARE	boulware	np1
3282097	other-assessment	other-assessment	nn1
3282182	largo-company	largo-company	jj_nn1
3282227	ever-lingering	ever-lingering	jj_nn1
3283325	Geak	geak	nn1_vv0@
3283634	-Nat	-nat	np1
3283724	Jackrabbits	jackrabbits	vvz_np1
3283900	Everett(ph)	everett(ph)	np1_nn1
3284468	M-65	m-65	fo
3284484	Americanpolitics	americanpolitics	np1_nn2_nn1
3284541	Gufield	gufield	np1_nn1@
3284599	now-moving	now-moving	jj_nn1
3284937	branch-antlered	branch-antlered	jj_nn1@
3284962	Macartneys	macartneys	np1
3285431	Changed-when	changed-when	cs_rrq
3285641	eggs-fished	eggs-fished	nn1_jj
3286337	inter-congregational	inter-congregational	jj
3286360	chest-pounding	chest-pounding	jj
3286640	Iooking	iooking	vvg
3287247	45,866	45,866	mc
3287534	@264	-	fo
3287543	DINKINS	dinkins	np1_vvz
3287631	1970,281	1970,281	mc
3288982	361-8346	361-8346	mcmc
3289458	man-all	man-all	db
3290612	Pilmira	pilmira	nn1_np1@
3291117	Imprimis	imprimis	np1_nn1
3291849	tourists-for	tourists-for	nn2
3291931	ProSpot	prospot	vv0_np1_nn1
3292063	Grandpere	grandpere	nn1_np1
3292570	Har-Tru	har-tru	np1
3292698	KBRW-Barrow	kbrw-barrow	jj_np1
3293204	PAIESS	paiess	np1
3293320	Ferrarro	ferrarro	np1
3293779	Keesing	keesing	vvg_np1@
3294004	sex-dependent	sex-dependent	jj
3294232	craggyfaced	craggyfaced	jj@
3294690	Hearing-enhancing	hearing-enhancing	jj_nn1
3294924	Volponi	volponi	np1_nn1_jj
3295498	P-500	p-500	fo
3295513	hydroxyanicole	hydroxyanicole	nn1
3295528	Guieseppi	guieseppi	np1_jj
3295613	Secules	secules	nn2_np1_vvz
3295736	Tadpollys	tadpollys	np1
3295995	Protagoras	protagoras	nn2@
3296203	Kadesa	kadesa	nn1_np1@
3296800	Iditarod	iditarod	vv0_nn1_np1@
3297025	10-gigabyte	10-gigabyte	jj
3297503	Ponni	ponni	nn2_np1@
3297508	@@40256	-	fo
3297788	then-AIBS	then-aibs	np1
3297962	HYMOWITZ	hymowitz	np1
3298130	life-enriching	life-enriching	nn1_jj
3298582	barret	barret	nn1_vv0
3298878	Slowinski	slowinski	nn1_jj_np1
3299307	curse-I	curse-i	vv0_nn1
3299624	Veral	veral	np1_nn1_jj
3300184	quick-burst	quick-burst	jj_nn1
3300699	multiresidue	multiresidue	nn1
3300732	@@80794	-	fo
3301019	outplanting	outplanting	vvg
3301889	rest-over	rest-over	nn1_jj
3302152	@@221374	-	fo
3302192	mini-terraria	mini-terraria	nn1
3302289	restaurants-bad	restaurants-bad	jj
3302511	homefront.	homefront	nnu
3302976	Woodward-style	woodward-style	jj_nn1
3303136	two-fish	two-fish	jj_nn
3303728	middle-late	middle-late	jj
3303871	spreadeagle	spreadeagle	nn1
3304916	Kwitney	kwitney	np1
3305482	Wheeter	wheeter	np1
3305624	drugs-Progesterone	drugs-progesterone	nn1_np1_jj
3306846	wasin	wasin	nn1
3307182	next-to-deploy	next-to-deploy	vv0
3307489	endo-skeleton	endo-skeleton	jj_nn1
3308354	happennote	happennote	vvi
3308700	@469	-	fo
3308883	Montana-	montana-	jj_nn1
3308938	dipsy	dipsy	nn1_jj
3308997	@667	-	fo
3310167	@@221458	-	fo
3310431	leg-long	leg-long	jj
3310825	Cupcake	cupcake	np1_vv0@
3310978	Gwynie	gwynie	np1_nn1@
3311082	GOBBLE	gobble	nn1_np1
3311131	mock-eyewitness	mock-eyewitness	jj_nn1
3311522	trophy-managed	trophy-managed	jj_nn1
3311738	suicide-with	suicide-with	iw
3311950	appointees-to	appointees-to	nn2
3311988	mergered	mergered	vvn@_jj@
3312274	SL4N	sl4n	fo
3312358	Starks-Miller	starks-miller	np1
